	X09_11_N_N_0	X09_13_N_N_0	X09_24_N_N_0	X09_8_N_N_0	X10_11_N_N_0	X10_13_N_N_0	X10_24_N_N_0	X10_8_N_N_0	X11_11_N_N_0	X11_13_N_N_0	X11_24_N_N_0	X11_8_N_N_0	X12_11_N_N_0	X12_13_N_N_0	X12_24_N_N_0	X12_8_N_N_0	X13_11_N_N_0	X13_13_N_N_0	X13_24_N_N_0	X13_8_N_N_0	X14_11_N_N_0	X14_13_N_N_0	X14_24_N_N_0	X14_8_N_N_0
Zotu16669	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu5933	0	0	0	0	1	0	0	0	0	4	0	0	2	4	2	4	0	0	0	0	0	0	1	0
Zotu8611	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	1	1	1	1	0	0	0	0
Zotu2770	0	0	0	0	1	0	0	0	0	0	0	0	3	3	1	18	1	1	0	2	0	0	0	2
Zotu6246	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	6	0	3	2
Zotu15198	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
Zotu11723	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0
Zotu13508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
Zotu7547	0	0	0	0	1	0	0	0	3	3	0	1	4	0	0	0	1	0	0	0	2	0	0	2
Zotu13538	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu13842	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1
Zotu6180	0	0	0	0	3	0	1	0	4	0	2	2	2	0	1	0	2	0	4	0	0	0	0	0
Zotu16042	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu8958	0	0	0	0	1	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu12079	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu14538	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	5	0	0	1	0	7	0	2
Zotu16492	0	0	0	0	1	0	0	0	6	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0
Zotu12566	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1
Zotu2579	0	0	0	0	1	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	6	0	7	3
Zotu17340	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
Zotu9040	0	0	0	0	0	0	0	0	2	0	0	2	1	2	0	2	0	0	0	0	0	1	0	0
Zotu16515	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
Zotu14892	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0
Zotu18428	0	0	0	0	0	2	0	2	1	2	0	0	0	2	0	0	0	2	0	0	0	2	0	0
Zotu12443	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
Zotu10975	0	0	0	0	1	0	1	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu14318	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
Zotu935	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10198	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	0	0	1	0
Zotu18059	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu13096	0	0	0	0	1	0	0	0	1	0	1	2	2	0	0	1	0	2	1	1	0	0	0	0
Zotu16108	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0
Zotu11549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu18263	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu8037	0	0	0	0	0	0	0	0	5	9	0	0	0	4	0	0	4	0	0	0	0	0	1	0
Zotu16654	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
Zotu16466	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0
Zotu12384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0
Zotu17840	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu18170	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu12547	0	0	0	0	1	0	0	0	0	1	2	0	1	0	3	0	0	0	0	1	0	0	0	0
Zotu17049	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1
Zotu14933	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Zotu13892	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
Zotu15005	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Zotu18224	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
Zotu13643	0	0	0	0	0	1	1	0	0	0	0	1	0	1	4	1	1	0	0	1	0	0	0	0
Zotu14176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu12756	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Zotu7466	0	0	0	0	0	0	1	0	1	6	0	0	0	0	1	1	2	0	0	1	0	0	0	0
Zotu18039	0	0	0	0	1	3	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Zotu7353	0	0	0	0	0	0	0	0	1	3	0	0	0	3	0	2	1	3	2	1	0	0	0	0
Zotu10264	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1
Zotu9796	0	0	0	0	1	0	0	0	1	1	0	2	0	2	0	0	1	0	0	1	0	0	0	0
Zotu13108	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu6311	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	2	0
Zotu5588	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu13383	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu9477	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2
Zotu4263	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Zotu16158	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14663	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
Zotu16673	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1
Zotu15935	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
Zotu13132	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
Zotu12475	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu18500	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Zotu1501	0	0	0	0	0	3	0	0	1	0	0	0	12	0	2	0	4	0	0	0	4	0	0	4
Zotu13014	0	0	0	0	0	7	1	0	3	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0
Zotu11806	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14934	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu18177	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14936	0	0	0	0	0	9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu4207	0	0	0	0	0	25	4	1	1	7	0	0	0	0	4	1	1	0	1	0	0	2	0	0
Zotu15105	0	0	0	0	0	9	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu14202	0	0	0	0	0	1	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	1	0	0
Zotu7473	0	0	0	0	0	4	0	0	1	6	1	4	2	0	1	0	1	0	0	0	1	3	0	0
Zotu8416	0	0	0	0	0	11	2	1	4	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
Zotu15442	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu13011	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Zotu17576	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Zotu10472	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Zotu17515	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Zotu9597	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	2	0	3	0	2	0	0
Zotu15071	0	0	0	0	0	4	1	0	0	0	0	0	0	1	5	0	0	0	0	1	0	0	0	0
Zotu13838	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Zotu16657	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
Zotu8263	0	0	0	0	0	1	0	0	0	0	0	0	2	14	0	0	3	1	0	0	0	0	0	0
Zotu10684	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	8	0	0
Zotu15945	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
Zotu11012	0	0	0	0	0	1	0	0	0	2	0	1	0	3	0	1	0	1	0	0	0	0	0	0
Zotu12425	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Zotu7512	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu12772	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu14091	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
Zotu18363	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
Zotu8146	0	0	0	0	0	0	0	1	1	0	0	0	2	3	0	0	0	0	1	0	2	0	1	2
Zotu16777	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5235	0	0	0	0	0	1	3	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0
Zotu5753	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	3	3	0	6	1
Zotu11902	0	0	0	0	0	2	3	0	0	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0
Zotu16011	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14248	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu13977	0	0	0	0	0	6	1	1	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu11086	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0
Zotu18371	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Zotu17240	0	0	0	0	0	1	0	0	1	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0
Zotu9824	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0
Zotu18455	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Zotu11718	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14097	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Zotu10951	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0
Zotu9350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
Zotu11006	0	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
Zotu13960	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	1
Zotu15961	0	0	0	0	0	4	1	0	0	0	0	2	0	0	0	2	2	0	0	2	0	1	0	0
Zotu12432	0	0	0	0	0	1	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0
Zotu18575	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15534	0	0	0	0	0	2	0	0	0	6	0	1	0	1	0	0	2	0	0	0	0	0	0	0
Zotu7986	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	3
Zotu5517	0	0	0	0	0	1	0	0	0	0	0	0	0	22	4	0	0	2	0	0	0	0	0	0
Zotu12712	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
Zotu14995	0	0	0	0	0	4	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu16072	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	1	2	0	0	0	0	0	0	1
Zotu7784	0	0	0	0	0	3	13	2	0	1	0	0	0	3	2	0	0	0	0	0	0	1	0	0
Zotu17812	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu18376	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu17814	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	5	3	1	0	0
Zotu17158	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
Zotu11722	0	0	0	0	0	2	3	0	2	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu11387	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu8422	0	0	0	0	0	2	0	0	8	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10585	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	2	0	0
Zotu8269	0	0	0	0	0	6	1	0	1	15	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Zotu13285	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0
Zotu14438	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Zotu15706	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17431	0	0	0	0	0	1	2	0	1	3	1	1	1	1	1	0	1	0	0	0	1	0	0	1
Zotu9576	0	0	0	0	0	4	0	0	0	9	0	4	0	1	1	0	0	0	0	0	0	4	0	0
Zotu14545	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Zotu12211	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0
Zotu13490	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Zotu9474	0	0	0	0	0	4	1	0	0	0	0	0	1	7	1	0	2	0	0	0	0	0	0	0
Zotu14664	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Zotu8420	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	1	0
Zotu7169	0	0	0	0	0	4	0	0	13	0	0	0	4	0	1	0	2	0	0	0	0	2	0	0
Zotu17428	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
Zotu10233	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	1	2	0	0	0	0	0	0
Zotu7187	0	0	0	0	0	3	0	0	10	3	0	3	0	2	0	0	0	0	0	0	0	0	0	0
Zotu16257	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Zotu5068	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	1
Zotu5807	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	1	0	2	0	0	0	0	7
Zotu2876	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0
Zotu15069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Zotu12388	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	2	0	2	1
Zotu8894	0	0	0	0	0	2	0	0	5	3	1	0	3	0	1	0	0	1	0	0	0	0	0	1
Zotu10410	0	0	0	0	0	1	0	1	1	0	1	0	2	0	0	0	0	0	0	0	1	2	1	2
Zotu6300	0	0	0	0	0	1	0	0	7	2	0	1	0	0	0	3	0	0	0	6	0	2	0	0
Zotu15568	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2
Zotu16226	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Zotu11297	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0
Zotu17359	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu11730	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu14698	0	0	0	0	0	0	0	0	0	18	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu17579	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu16218	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu15952	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0
Zotu17086	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
Zotu17522	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Zotu10640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0
Zotu16259	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
Zotu14445	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu9153	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Zotu11326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu16151	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Zotu14677	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu10239	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Zotu16209	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
Zotu10911	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	1	0	0	1	0	0	0	0
Zotu16459	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu10318	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	4	0	0	0
Zotu15014	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	1
Zotu8066	0	0	0	0	0	1	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10532	0	0	0	0	0	1	7	2	4	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
Zotu16715	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Zotu9840	0	0	0	0	0	1	0	0	0	9	1	0	0	0	2	0	0	0	1	6	0	0	0	0
Zotu16136	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Zotu15822	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
Zotu17353	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Zotu13600	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	2
Zotu11053	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	2	0	0	1	0	0	0	0
Zotu12685	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu15535	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1
Zotu9025	0	0	0	0	0	1	0	0	2	2	1	0	1	1	0	0	0	0	0	1	0	0	0	0
Zotu11735	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0
Zotu5279	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu16006	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
Zotu14421	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu18373	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu17062	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu8798	0	0	0	0	0	1	6	2	0	1	0	0	0	3	0	0	3	0	0	0	0	0	0	2
Zotu13398	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu3462	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	2	0	6	0	0	2
Zotu17501	0	0	0	0	0	0	0	0	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1
Zotu5456	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
Zotu18014	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu17022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	2	0	1
Zotu11377	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	2
Zotu2826	0	0	0	0	0	1	0	0	0	44	0	1	1	0	1	0	2	0	0	0	0	41	0	0
Zotu10850	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	1	0	0	0	1	0	0	0
Zotu13681	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
Zotu10063	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3
Zotu9626	0	0	0	0	0	1	1	0	3	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
Zotu17437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
Zotu14676	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
Zotu11446	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	0
Zotu8762	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15544	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
Zotu2888	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Zotu14128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0
Zotu17863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu16133	0	0	0	0	0	0	0	0	2	2	1	1	0	7	0	0	0	0	0	0	0	0	0	0
Zotu10502	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0
Zotu14070	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	1	0	0	0	1	3	1	0	0
Zotu14046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu7882	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
Zotu16645	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	1	0	0	0	0	0	0
Zotu9159	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
Zotu12707	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu10330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3
Zotu2635	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	3	0	0	0	4	0	0	0	0
Zotu9725	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0
Zotu16351	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	1	0	2	0	0
Zotu12705	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu7360	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4002	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	23	0
Zotu7510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Zotu16095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu14460	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu18245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0
Zotu14459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1
Zotu15621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu12011	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0
Zotu9564	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	1
Zotu8025	0	0	0	0	0	0	0	0	0	2	0	0	11	0	0	0	2	0	0	0	0	0	0	0
Zotu11774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0
Zotu16037	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu14867	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
Zotu10320	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
